Sample Name,Date Received,Container,Sample LIMS ID,Progress,Investigator Sample Name,Replicate Sample Id,Notes
109948,"Jun 23, 2014",27-25159,NIC1102A6433,,S393328021,MC00846X,1/A/1
109949,"Jun 23, 2014",27-25160,NIC1102A6434,,S612922962,MC00109X,1/A/15
109950,"Jun 23, 2014",27-25161,NIC1102A6435,,S479637185,MC00284X,1/A/3
109951,"Jun 23, 2014",27-25162,NIC1102A6436,,S895783598,MC00270X,1/A/4
109952,"Jun 23, 2014",27-25163,NIC1102A6437,,S020187487,MC00600X,1/A/6
109953,"Jun 23, 2014",27-25164,NIC1102A6438,,S880608453,MC00822X,1/A/9
109954,"Jun 23, 2014",27-25165,NIC1102A6439,,S406724380,MC00639X,1/B/11
109955,"Jun 23, 2014",27-25166,NIC1102A6440,,S748437108,MC00498X,1/B/12
109956,"Jun 23, 2014",27-25167,NIC1102A6441,,S930244406,MC00197X,1/B/14
109957,"Jun 23, 2014",27-25168,NIC1102A6442,,S142138704,MC00089X,1/B/7
109958,"Jun 23, 2014",27-25169,NIC1102A6443,,S801913700,MC00365X,1/C/1
109959,"Jun 23, 2014",27-25170,NIC1102A6444,,S367023910,MC00208X,1/C/12
109960,"Jun 23, 2014",27-25171,NIC1102A6445,,S633224941,MC00083X,1/C/6
109961,"Jun 23, 2014",27-25172,NIC1102A6446,,S803527637,MC00288X,1/D/1
109962,"Jun 23, 2014",27-25173,NIC1102A6447,,S392801785,MC00106X,1/D/14
109963,"Jun 23, 2014",27-25174,NIC1102A6448,,S446861195,MC00764X,1/D/2
109964,"Jun 23, 2014",27-25175,NIC1102A6449,,S864105409,MC00119X,1/D/3
109965,"Jun 23, 2014",27-25176,NIC1102A6450,,S619208648,MC00015X,1/D/8
109966,"Jun 23, 2014",27-25177,NIC1102A6451,,S753666110,MC00405X,1/D/9
109967,"Jun 23, 2014",27-25178,NIC1102A6452,,S861561895,MC00716X,1/E/1
109968,"Jun 23, 2014",27-25179,NIC1102A6453,,S264951713,MC00643X,1/E/11
109969,"Jun 23, 2014",27-25180,NIC1102A6454,,S417721154,MC00082X,1/E/12
109970,"Jun 23, 2014",27-25181,NIC1102A6455,,S506023635,MC00814X,1/E/14
109971,"Jun 23, 2014",27-25182,NIC1102A6456,,S980666988,MC00344X,1/E/15
109972,"Jun 23, 2014",27-25183,NIC1102A6457,,S100574453,MC00499X,1/E/6
109973,"Jun 23, 2014",27-25184,NIC1102A6458,,S324237417,MC00195X,1/E/7
109974,"Jun 23, 2014",27-25185,NIC1102A6459,,S364734757,MC00129X,1/E/9
109975,"Jun 23, 2014",27-25186,NIC1102A6460,,S211838474,MC00089X,1/F/13
109976,"Jun 23, 2014",27-25187,NIC1102A6461,,S218715273,MC00628X,1/F/7
109977,"Jun 23, 2014",27-25188,NIC1102A6462,,S935666777,MC00185X,1/G/1
109978,"Jun 23, 2014",27-25189,NIC1102A6463,,S849624053,MC00198X,1/G/12
109979,"Jun 23, 2014",27-25190,NIC1102A6464,,S116840864,MC00555X,1/G/13
109980,"Jun 23, 2014",27-25191,NIC1102A6465,,S542183699,MC00627X,1/G/15
109981,"Jun 23, 2014",27-25192,NIC1102A6466,,S261109508,MC00671X,1/G/5
109982,"Jun 23, 2014",27-25193,NIC1102A6467,,S282985160,MC00126X,1/G/9
109983,"Jun 23, 2014",27-25194,NIC1102A6468,,S425239250,MC00251X,1/H/1
109984,"Jun 23, 2014",27-25195,NIC1102A6469,,S574351905,MC00074X,1/H/11
109985,"Jun 23, 2014",27-25196,NIC1102A6470,,S449437376,MC00929X,1/H/14
109986,"Jun 23, 2014",27-25197,NIC1102A6471,,S203380518,MC00485X,1/H/15
109987,"Jun 23, 2014",27-25198,NIC1102A6472,,S330842354,MC00938X,1/H/4
109988,"Jun 23, 2014",27-25199,NIC1102A6473,,S824800974,MC00963X,1/H/7
109989,"Jun 23, 2014",27-25200,NIC1102A6474,,S908900956,MC00063X,1/H/9
109990,"Jun 23, 2014",27-25201,NIC1102A6475,,S380973620,MC00644X,1/I/10
109991,"Jun 23, 2014",27-25202,NIC1102A6476,,S725460668,MC00509X,1/I/4
109992,"Jun 23, 2014",27-25203,NIC1102A6477,,S863023225,MC00063X,1/I/6
109993,"Jun 23, 2014",27-25204,NIC1102A6478,,S079999776,MC00416X,1/I/9
109994,"Jun 23, 2014",27-25205,NIC1102A6479,,S884156416,MC00469X,1/J/12
109995,"Jun 23, 2014",27-25206,NIC1102A6480,,S194912837,MC00295X,1/J/13
109996,"Jun 23, 2014",27-25207,NIC1102A6481,,S374037805,MC00335X,1/J/2
109997,"Jun 23, 2014",27-25208,NIC1102A6482,,S889811698,MC00169X,1/J/3
109998,"Jun 23, 2014",27-25209,NIC1102A6483,,S826684189,MC00499X,1/J/5
109999,"Jun 23, 2014",27-25210,NIC1102A6484,,S869778565,MC00544X,10/A/1
110000,"Jun 23, 2014",27-25211,NIC1102A6485,,S277178756,MC00224X,10/A/10
110001,"Jun 23, 2014",27-25212,NIC1102A6486,,S049169696,MC00463X,10/A/11
110002,"Jun 23, 2014",27-25213,NIC1102A6487,,S235637897,MC00829X,10/A/12
110003,"Jun 23, 2014",27-25214,NIC1102A6488,,S735240956,MC00877X,10/A/5
110004,"Jun 23, 2014",27-25215,NIC1102A6489,,S885268118,MC00490X,10/A/7
110005,"Jun 23, 2014",27-25216,NIC1102A6490,,S825009047,MC00220X,10/A/8
110006,"Jun 23, 2014",27-25217,NIC1102A6491,,S259235450,MC00291X,10/B/1
110007,"Jun 23, 2014",27-25218,NIC1102A6492,,S142345104,MC00355X,10/B/12
110008,"Jun 23, 2014",27-25219,NIC1102A6493,,S473181614,MC00431X,10/B/13
110009,"Jun 23, 2014",27-25220,NIC1102A6494,,S671020479,MC00803X,10/B/3
110010,"Jun 23, 2014",27-25221,NIC1102A6495,,S319903575,MC00245X,10/B/8
110011,"Jun 23, 2014",27-25222,NIC1102A6496,,S439453534,MC00672X,10/C/12
110012,"Jun 23, 2014",27-25223,NIC1102A6497,,S886208049,MC00475X,10/C/13
110013,"Jun 23, 2014",27-25224,NIC1102A6498,,S270574587,MC00011X,10/C/15
110014,"Jun 23, 2014",27-25225,NIC1102A6499,,S004079162,MC00545X,10/C/4
110015,"Jun 23, 2014",27-25226,NIC1102A6500,,S811445486,MC00588X,10/C/6
110016,"Jun 23, 2014",27-25227,NIC1102A6501,,S229743951,MC00851X,10/D/1
110017,"Jun 23, 2014",27-25228,NIC1102A6502,,S092789623,MC00684X,10/D/11
110018,"Jun 23, 2014",27-25229,NIC1102A6503,,S860565046,MC00390X,10/D/13
110019,"Jun 23, 2014",27-25230,NIC1102A6504,,S802255176,MC00860X,10/D/15
110020,"Jun 23, 2014",27-25231,NIC1102A6505,,S388552378,MC00095X,10/D/3
110021,"Jun 23, 2014",27-25232,NIC1102A6506,,S487138826,MC00724X,10/E/10
110022,"Jun 23, 2014",27-25233,NIC1102A6507,,S079927555,MC00463X,10/E/11
110023,"Jun 23, 2014",27-25234,NIC1102A6508,,S230326098,MC00361X,10/E/3
110024,"Jun 23, 2014",27-25235,NIC1102A6509,,S737755994,MC00979X,10/E/4
110025,"Jun 23, 2014",27-25236,NIC1102A6510,,S781411428,MC00329X,10/F/12
110026,"Jun 23, 2014",27-25237,NIC1102A6511,,S180509387,MC00050X,10/F/14
110027,"Jun 23, 2014",27-25238,NIC1102A6512,,S778907962,MC00317X,10/F/6
110028,"Jun 23, 2014",27-25239,NIC1102A6513,,S927880534,MC00808X,10/G/13
110029,"Jun 23, 2014",27-25240,NIC1102A6514,,S237242231,MC00218X,10/G/14
110030,"Jun 23, 2014",27-25241,NIC1102A6515,,S995523135,MC00930X,10/G/3
110031,"Jun 23, 2014",27-25242,NIC1102A6516,,S362002739,MC00036X,10/G/8
110032,"Jun 23, 2014",27-25243,NIC1102A6517,,S239460912,MC00206X,10/G/9
110033,"Jun 23, 2014",27-25244,NIC1102A6518,,S858583542,MC00893X,10/H/1
110034,"Jun 23, 2014",27-25245,NIC1102A6519,,S890066368,MC00082X,10/H/11
110035,"Jun 23, 2014",27-25246,NIC1102A6520,,S763852153,MC00430X,10/H/2
110036,"Jun 23, 2014",27-25247,NIC1102A6521,,S310043545,MC00329X,10/H/3
110037,"Jun 23, 2014",27-25248,NIC1102A6522,,S348161670,MC00424X,10/H/4
110038,"Jun 23, 2014",27-25249,NIC1102A6523,,S668597303,MC00846X,10/H/5
110039,"Jun 23, 2014",27-25250,NIC1102A6524,,S460308242,MC00511X,10/H/6
110040,"Jun 23, 2014",27-25251,NIC1102A6525,,S466227205,MC00044X,10/H/8
110041,"Jun 23, 2014",27-25252,NIC1102A6526,,S777999968,MC00235X,10/I/14
110042,"Jun 23, 2014",27-25253,NIC1102A6527,,S340837857,MC00709X,10/I/3
110043,"Jun 23, 2014",27-25254,NIC1102A6528,,S960208120,MC00733X,10/I/7
110044,"Jun 23, 2014",27-25255,NIC1102A6529,,S361399020,MC00663X,10/I/8
110045,"Jun 23, 2014",27-25256,NIC1102A6530,,S490837665,MC00852X,10/J/1
110046,"Jun 23, 2014",27-25257,NIC1102A6531,,S740991028,MC00114X,10/J/14
110047,"Jun 23, 2014",27-25258,NIC1102A6532,,S526454028,MC00421X,10/J/3
110048,"Jun 23, 2014",27-25259,NIC1102A6533,,S915745088,MC00014X,10/J/8
110049,"Jun 23, 2014",27-25260,NIC1102A6534,,S302392619,MC00384X,10/J/9
110050,"Jun 23, 2014",27-25261,NIC1102A6535,,S681755032,MC00806X,11/A/1
110051,"Jun 23, 2014",27-25262,NIC1102A6536,,S831549877,MC00037X,11/A/15
110052,"Jun 23, 2014",27-25263,NIC1102A6537,,S325812276,MC00105X,11/A/2
110053,"Jun 23, 2014",27-25264,NIC1102A6538,,S967430076,MC00625X,11/A/3
110054,"Jun 23, 2014",27-25265,NIC1102A6539,,S527186429,MC00560X,11/A/5
110055,"Jun 23, 2014",27-25266,NIC1102A6540,,S666760164,MC00244X,11/A/8
110056,"Jun 23, 2014",27-25267,NIC1102A6541,,S868231487,MC00407X,11/A/9
110057,"Jun 23, 2014",27-25268,NIC1102A6542,,S100506922,MC00911X,11/B/13
110058,"Jun 23, 2014",27-25269,NIC1102A6543,,S790689658,MC00667X,11/C/1
110059,"Jun 23, 2014",27-25270,NIC1102A6544,,S603917321,MC00887X,11/C/12
110060,"Jun 23, 2014",27-25271,NIC1102A6545,,S993429612,MC00534X,11/C/13
110061,"Jun 23, 2014",27-25272,NIC1102A6546,,S275499000,MC00027X,11/C/14
110062,"Jun 23, 2014",27-25273,NIC1102A6547,,S035342678,MC00796X,11/C/15
110063,"Jun 23, 2014",27-25274,NIC1102A6548,,S052348096,MC00747X,11/C/4
110064,"Jun 23, 2014",27-25275,NIC1102A6549,,S954222765,MC00683X,11/C/8
110065,"Jun 23, 2014",27-25276,NIC1102A6550,,S945012246,MC00331X,11/D/11
110066,"Jun 23, 2014",27-25277,NIC1102A6551,,S360910473,MC00941X,11/D/13
110067,"Jun 23, 2014",27-25278,NIC1102A6552,,S126449412,MC00256X,11/D/14
110068,"Jun 23, 2014",27-25279,NIC1102A6553,,S668895247,MC00259X,11/D/15
110069,"Jun 23, 2014",27-25280,NIC1102A6554,,S784405827,MC00975X,11/D/6
110070,"Jun 23, 2014",27-25281,NIC1102A6555,,S282575403,MC00812X,11/E/10
110071,"Jun 23, 2014",27-25282,NIC1102A6556,,S858180532,MC00513X,11/E/12
110072,"Jun 23, 2014",27-25283,NIC1102A6557,,S435939461,MC00025X,11/E/5
110073,"Jun 23, 2014",27-25284,NIC1102A6558,,S289241302,MC00289X,11/F/1
110074,"Jun 23, 2014",27-25285,NIC1102A6559,,S835485978,MC00966X,11/F/2
110075,"Jun 23, 2014",27-25286,NIC1102A6560,,S059605267,MC00368X,11/F/6
110076,"Jun 23, 2014",27-25287,NIC1102A6561,,S873222013,MC00147X,11/F/9
110077,"Jun 23, 2014",27-25288,NIC1102A6562,,S159122639,MC00471X,11/G/10
110078,"Jun 23, 2014",27-25289,NIC1102A6563,,S593408637,MC00625X,11/G/11
110079,"Jun 23, 2014",27-25290,NIC1102A6564,,S033839887,MC00970X,11/G/12
110080,"Jun 23, 2014",27-25291,NIC1102A6565,,S075486151,MC00563X,11/G/15
110081,"Jun 23, 2014",27-25292,NIC1102A6566,,S495973334,MC00780X,11/G/5
110082,"Jun 23, 2014",27-25293,NIC1102A6567,,S314576222,MC00209X,11/G/6
110083,"Jun 23, 2014",27-25294,NIC1102A6568,,S639926242,MC00315X,11/G/8
110084,"Jun 23, 2014",27-25295,NIC1102A6569,,S107481403,MC00853X,11/H/1
110085,"Jun 23, 2014",27-25296,NIC1102A6570,,S384157325,MC00711X,11/H/10
110086,"Jun 23, 2014",27-25297,NIC1102A6571,,S249499825,MC00929X,11/H/2
110087,"Jun 23, 2014",27-25298,NIC1102A6572,,S163755670,MC00776X,11/H/3
110088,"Jun 23, 2014",27-25299,NIC1102A6573,,S801220454,MC00121X,11/H/9
110089,"Jun 23, 2014",27-25300,NIC1102A6574,,S429047471,MC00076X,11/I/12
110090,"Jun 23, 2014",27-25301,NIC1102A6575,,S829351360,MC00462X,11/I/13
110091,"Jun 23, 2014",27-25302,NIC1102A6576,,S892134801,MC00753X,11/I/4
110092,"Jun 23, 2014",27-25303,NIC1102A6577,,S552067574,MC00797X,11/I/5
110093,"Jun 23, 2014",27-25304,NIC1102A6578,,S125059939,MC00390X,11/I/6
110094,"Jun 23, 2014",27-25305,NIC1102A6579,,S402469368,MC00069X,11/J/10
110095,"Jun 23, 2014",27-25306,NIC1102A6580,,S328510844,MC00094X,11/J/14
110096,"Jun 23, 2014",27-25307,NIC1102A6581,,S947668719,MC00068X,11/J/2
110097,"Jun 23, 2014",27-25308,NIC1102A6582,,S943595523,MC00683X,11/J/8
110098,"Jun 23, 2014",27-25309,NIC1102A6583,,S148739898,MC00441X,12/A/10
110099,"Jun 23, 2014",27-25310,NIC1102A6584,,S329091917,MC00231X,12/A/12
110100,"Jun 23, 2014",27-25311,NIC1102A6585,,S060937599,MC00779X,12/A/14
110101,"Jun 23, 2014",27-25312,NIC1102A6586,,S609204185,MC00228X,12/A/2
110102,"Jun 23, 2014",27-25313,NIC1102A6587,,S835036193,MC00066X,12/A/5
110103,"Jun 23, 2014",27-25314,NIC1102A6588,,S838131257,MC00121X,12/A/6
110104,"Jun 23, 2014",27-25315,NIC1102A6589,,S318174325,MC00437X,12/B/11
110105,"Jun 23, 2014",27-25316,NIC1102A6590,,S549560043,MC00106X,12/B/14
110106,"Jun 23, 2014",27-25317,NIC1102A6591,,S732663469,MC00173X,12/B/2
110107,"Jun 23, 2014",27-25318,NIC1102A6592,,S981588231,MC00025X,12/B/9
110108,"Jun 23, 2014",27-25319,NIC1102A6593,,S347864733,MC00381X,12/C/10
110109,"Jun 23, 2014",27-25320,NIC1102A6594,,S525559160,MC00771X,12/C/11
110110,"Jun 23, 2014",27-25321,NIC1102A6595,,S699765505,MC00719X,12/C/13
110111,"Jun 23, 2014",27-25322,NIC1102A6596,,S421525148,MC00538X,12/C/4
110112,"Jun 23, 2014",27-25323,NIC1102A6597,,S424230464,MC00550X,12/C/5
110113,"Jun 23, 2014",27-25324,NIC1102A6598,,S154480124,MC00671X,12/C/6
110114,"Jun 23, 2014",27-25325,NIC1102A6599,,S525088553,MC00712X,12/C/8
110115,"Jun 23, 2014",27-25326,NIC1102A6600,,S189031389,MC00669X,12/D/3
110116,"Jun 23, 2014",27-25327,NIC1102A6601,,S970383683,MC00840X,12/E/1
110117,"Jun 23, 2014",27-25328,NIC1102A6602,,S434475360,MC00137X,12/E/11
110118,"Jun 23, 2014",27-25329,NIC1102A6603,,S437865098,MC00181X,12/E/13
110119,"Jun 23, 2014",27-25330,NIC1102A6604,,S371782745,MC00359X,12/E/4
110120,"Jun 23, 2014",27-25331,NIC1102A6605,,S145307829,MC00760X,12/F/1
110121,"Jun 23, 2014",27-25332,NIC1102A6606,,S311222734,MC00408X,12/F/11
110122,"Jun 23, 2014",27-25333,NIC1102A6607,,S121562431,MC00415X,12/F/12
110123,"Jun 23, 2014",27-25334,NIC1102A6608,,S194798835,MC00736X,12/F/13
110124,"Jun 23, 2014",27-25335,NIC1102A6609,,S001747866,MC00642X,12/F/15
110125,"Jun 23, 2014",27-25336,NIC1102A6610,,S301394490,MC00996X,12/F/6
110126,"Jun 23, 2014",27-25337,NIC1102A6611,,S394754275,MC00444X,12/F/8
110127,"Jun 23, 2014",27-25338,NIC1102A6612,,S812497369,MC00140X,12/F/9
110128,"Jun 23, 2014",27-25339,NIC1102A6613,,S022202823,MC00362X,12/G/1
110129,"Jun 23, 2014",27-25340,NIC1102A6614,,S609131562,MC00761X,12/G/11
110130,"Jun 23, 2014",27-25341,NIC1102A6615,,S297693923,MC00870X,12/G/12
110131,"Jun 23, 2014",27-25342,NIC1102A6616,,S691837497,MC00791X,12/G/14
110132,"Jun 23, 2014",27-25343,NIC1102A6617,,S955780021,MC00324X,12/G/15
110133,"Jun 23, 2014",27-25344,NIC1102A6618,,S309458981,MC00167X,12/G/6
110134,"Jun 23, 2014",27-25345,NIC1102A6619,,S356347423,MC00631X,12/H/10
110135,"Jun 23, 2014",27-25346,NIC1102A6620,,S886849093,MC00973X,12/H/13
110136,"Jun 23, 2014",27-25347,NIC1102A6621,,S702029062,MC00296X,12/H/15
110137,"Jun 23, 2014",27-25348,NIC1102A6622,,S134319656,MC00428X,12/H/2
110138,"Jun 23, 2014",27-25349,NIC1102A6623,,S240568600,MC00606X,12/H/3
110139,"Jun 23, 2014",27-25350,NIC1102A6624,,S126776499,MC00310X,12/H/7
110140,"Jun 23, 2014",27-25351,NIC1102A6625,,S929388917,MC00419X,12/I/1
110141,"Jun 23, 2014",27-25352,NIC1102A6626,,S235768568,MC00693X,12/I/15
110142,"Jun 23, 2014",27-25353,NIC1102A6627,,S788300865,MC00886X,12/I/2
110143,"Jun 23, 2014",27-25354,NIC1102A6628,,S557573762,MC00240X,12/I/4
110144,"Jun 23, 2014",27-25355,NIC1102A6629,,S979814998,MC00482X,12/I/6
110145,"Jun 23, 2014",27-25356,NIC1102A6630,,S651413951,MC00421X,12/I/8
110146,"Jun 23, 2014",27-25357,NIC1102A6631,,S905550233,MC00279X,12/I/9
110147,"Jun 23, 2014",27-25358,NIC1102A6632,,S860840266,MC00386X,12/J/10
110148,"Jun 23, 2014",27-25359,NIC1102A6633,,S073263620,MC00644X,12/J/15
110149,"Jun 23, 2014",27-25360,NIC1102A6634,,S585506703,MC00848X,13/A/11
110150,"Jun 23, 2014",27-25361,NIC1102A6635,,S957074654,MC00531X,13/A/13
110151,"Jun 23, 2014",27-25362,NIC1102A6636,,S263523573,MC00085X,13/A/14
110152,"Jun 23, 2014",27-25363,NIC1102A6637,,S901579232,MC00672X,13/A/3
110153,"Jun 23, 2014",27-25364,NIC1102A6638,,S491629009,MC00365X,13/B/13
110154,"Jun 23, 2014",27-25365,NIC1102A6639,,S680249894,MC00440X,13/B/5
110155,"Jun 23, 2014",27-25366,NIC1102A6640,,S194335521,MC00919X,13/B/9
110156,"Jun 23, 2014",27-25367,NIC1102A6641,,S330321325,MC00301X,13/D/10
110157,"Jun 23, 2014",27-25368,NIC1102A6642,,S495085233,MC00023X,13/D/11
110158,"Jun 23, 2014",27-25369,NIC1102A6643,,S544269142,MC00405X,13/D/12
110159,"Jun 23, 2014",27-25370,NIC1102A6644,,S820488446,MC00049X,13/D/14
110160,"Jun 23, 2014",27-25371,NIC1102A6645,,S317428252,MC00764X,13/D/9
110161,"Jun 23, 2014",27-25372,NIC1102A6646,,S519510247,MC00376X,13/E/1
110162,"Jun 23, 2014",27-25373,NIC1102A6647,,S100633520,MC00383X,13/E/10
110163,"Jun 23, 2014",27-25374,NIC1102A6648,,S269574926,MC00905X,13/E/14
110164,"Jun 23, 2014",27-25375,NIC1102A6649,,S969059891,MC00593X,13/E/6
110165,"Jun 23, 2014",27-25376,NIC1102A6650,,S715511732,MC00227X,13/E/8
110166,"Jun 23, 2014",27-25377,NIC1102A6651,,S883219930,MC00013X,13/E/9
110167,"Jun 23, 2014",27-25378,NIC1102A6652,,S527025280,MC00434X,13/F/1
110168,"Jun 23, 2014",27-25379,NIC1102A6653,,S161754369,MC00352X,13/F/10
110169,"Jun 23, 2014",27-25380,NIC1102A6654,,S160828417,MC00428X,13/F/12
110170,"Jun 23, 2014",27-25381,NIC1102A6655,,S709072510,MC00252X,13/F/15
110171,"Jun 23, 2014",27-25382,NIC1102A6656,,S022936087,MC00448X,13/F/2
110172,"Jun 23, 2014",27-25383,NIC1102A6657,,S805684578,MC00482X,13/F/5
110173,"Jun 23, 2014",27-25384,NIC1102A6658,,S685477604,MC00236X,13/F/6
110174,"Jun 23, 2014",27-25385,NIC1102A6659,,S283192136,MC00362X,13/F/8
110175,"Jun 23, 2014",27-25386,NIC1102A6660,,S370303384,MC00289X,13/G/11
110176,"Jun 23, 2014",27-25387,NIC1102A6661,,S794077190,MC00518X,13/G/3
110177,"Jun 23, 2014",27-25388,NIC1102A6662,,S710644386,MC00834X,13/G/6
110178,"Jun 23, 2014",27-25389,NIC1102A6663,,S626496252,MC00272X,13/H/1
110179,"Jun 23, 2014",27-25390,NIC1102A6664,,S209935689,MC00468X,13/H/10
110180,"Jun 23, 2014",27-25391,NIC1102A6665,,S106057485,MC00728X,13/H/12
110181,"Jun 23, 2014",27-25392,NIC1102A6666,,S410379695,MC00452X,13/H/15
110182,"Jun 23, 2014",27-25393,NIC1102A6667,,S856644868,MC00729X,13/H/2
110183,"Jun 23, 2014",27-25394,NIC1102A6668,,S789664756,MC00095X,13/H/4
110184,"Jun 23, 2014",27-25395,NIC1102A6669,,S556213705,MC00147X,13/H/5
110185,"Jun 23, 2014",27-25396,NIC1102A6670,,S274885512,MC00101X,13/I/10
110186,"Jun 23, 2014",27-25397,NIC1102A6671,,S504743298,MC00577X,13/I/11
110187,"Jun 23, 2014",27-25398,NIC1102A6672,,S851676116,MC00897X,13/I/12
110188,"Jun 23, 2014",27-25399,NIC1102A6673,,S543684340,MC00863X,13/I/4
110189,"Jun 23, 2014",27-25400,NIC1102A6674,,S967197855,MC00199X,13/I/6
110190,"Jun 23, 2014",27-25401,NIC1102A6675,,S787033157,MC00911X,13/J/1
110191,"Jun 23, 2014",27-25402,NIC1102A6676,,S897467783,MC00159X,13/J/11
110192,"Jun 23, 2014",27-25403,NIC1102A6677,,S490774924,MC00733X,13/J/13
110193,"Jun 23, 2014",27-25404,NIC1102A6678,,S155311625,MC00790X,13/J/14
110194,"Jun 23, 2014",27-25405,NIC1102A6679,,S456259286,MC00880X,13/J/15
110195,"Jun 23, 2014",27-25406,NIC1102A6680,,S961454979,MC00902X,13/J/6
110196,"Jun 23, 2014",27-25407,NIC1102A6681,,S053427943,MC00868X,13/J/8
110197,"Jun 23, 2014",27-25408,NIC1102A6682,,S669021280,MC00541X,14/A/15
110198,"Jun 23, 2014",27-25409,NIC1102A6683,,S761913316,MC00142X,14/A/4
110199,"Jun 23, 2014",27-25410,NIC1102A6684,,S625948227,MC00485X,14/A/5
110200,"Jun 23, 2014",27-25411,NIC1102A6685,,S687722217,MC00756X,14/A/6
110201,"Jun 23, 2014",27-25412,NIC1102A6686,,S593100412,MC00904X,14/A/7
110202,"Jun 23, 2014",27-25413,NIC1102A6687,,S232406491,MC00732X,14/A/8
110203,"Jun 23, 2014",27-25414,NIC1102A6688,,S592033247,MC00440X,14/A/9
110204,"Jun 23, 2014",27-25415,NIC1102A6689,,S806698783,MC00163X,14/B/11
110205,"Jun 23, 2014",27-25416,NIC1102A6690,,S768591643,MC00238X,14/B/13
110206,"Jun 23, 2014",27-25417,NIC1102A6691,,S672834027,MC00908X,14/B/14
110207,"Jun 23, 2014",27-25418,NIC1102A6692,,S464609291,MC00641X,14/B/15
110208,"Jun 23, 2014",27-25419,NIC1102A6693,,S529577918,MC00855X,14/B/6
110209,"Jun 23, 2014",27-25420,NIC1102A6694,,S999999527,MC00850X,14/B/8
110210,"Jun 23, 2014",27-25421,NIC1102A6695,,S813282219,MC00803X,14/C/10
110211,"Jun 23, 2014",27-25422,NIC1102A6696,,S641579601,MC00677X,14/C/12
110212,"Jun 23, 2014",27-25423,NIC1102A6697,,S316406301,MC00597X,14/C/13
110213,"Jun 23, 2014",27-25424,NIC1102A6698,,S356823295,MC00545X,14/C/14
110214,"Jun 23, 2014",27-25425,NIC1102A6699,,S421780578,MC00532X,14/C/4
110215,"Jun 23, 2014",27-25426,NIC1102A6700,,S314907352,MC00409X,14/C/5
110216,"Jun 23, 2014",27-25427,NIC1102A6701,,S169665971,MC00069X,14/C/7
110217,"Jun 23, 2014",27-25428,NIC1102A6702,,S438941541,MC00237X,14/C/8
110218,"Jun 23, 2014",27-25429,NIC1102A6703,,S216302489,MC00234X,14/D/10
110219,"Jun 23, 2014",27-25430,NIC1102A6704,,S295122066,MC00333X,14/D/15
110220,"Jun 23, 2014",27-25431,NIC1102A6705,,S152330713,MC00426X,14/D/2
110221,"Jun 23, 2014",27-25432,NIC1102A6706,,S617498927,MC00924X,14/D/6
110222,"Jun 23, 2014",27-25433,NIC1102A6707,,S928383905,MC00233X,14/D/7
110223,"Jun 23, 2014",27-25434,NIC1102A6708,,S662118989,MC00958X,14/D/8
110224,"Jun 23, 2014",27-25435,NIC1102A6709,,S539460166,MC00765X,14/E/11
110225,"Jun 23, 2014",27-25436,NIC1102A6710,,S213960831,MC00097X,14/E/13
110226,"Jun 23, 2014",27-25437,NIC1102A6711,,S368171063,MC00936X,14/E/14
110227,"Jun 23, 2014",27-25438,NIC1102A6712,,S649182475,MC00315X,14/E/3
110228,"Jun 23, 2014",27-25439,NIC1102A6713,,S754562669,MC00213X,14/E/4
110229,"Jun 23, 2014",27-25440,NIC1102A6714,,S540436688,MC00247X,14/E/5
110230,"Jun 23, 2014",27-25441,NIC1102A6715,,S526690660,MC00565X,14/E/7
110231,"Jun 23, 2014",27-25442,NIC1102A6716,,S960903376,MC00653X,14/E/8
110232,"Jun 23, 2014",27-25443,NIC1102A6717,,S811286344,MC00001X,14/F/13
110233,"Jun 23, 2014",27-25444,NIC1102A6718,,S649481070,MC00826X,14/F/15
110234,"Jun 23, 2014",27-25445,NIC1102A6719,,S784869370,MC00132X,14/F/4
110235,"Jun 23, 2014",27-25446,NIC1102A6720,,S315876815,MC00660X,14/F/5
110236,"Jun 23, 2014",27-25447,NIC1102A6721,,S734348531,MC00293X,14/F/6
110237,"Jun 23, 2014",27-25448,NIC1102A6722,,S229612742,MC00304X,14/F/8
110238,"Jun 23, 2014",27-25449,NIC1102A6723,,S688762767,MC00925X,14/G/12
110239,"Jun 23, 2014",27-25450,NIC1102A6724,,S514378583,MC00849X,14/G/15
110240,"Jun 23, 2014",27-25451,NIC1102A6725,,S244689417,MC00519X,14/G/4
110241,"Jun 23, 2014",27-25452,NIC1102A6726,,S410644761,MC00691X,14/G/6
110242,"Jun 23, 2014",27-25453,NIC1102A6727,,S500573645,MC00395X,14/H/10
110243,"Jun 23, 2014",27-25454,NIC1102A6728,,S353854870,MC00221X,14/H/11
110244,"Jun 23, 2014",27-25455,NIC1102A6729,,S933460040,MC00512X,14/H/12
110245,"Jun 23, 2014",27-25456,NIC1102A6730,,S208747862,MC00779X,14/H/15
110246,"Jun 23, 2014",27-25457,NIC1102A6731,,S475620914,MC00568X,14/H/3
110247,"Jun 23, 2014",27-25458,NIC1102A6732,,S414562339,MC00831X,14/H/5
110248,"Jun 23, 2014",27-25459,NIC1102A6733,,S733861525,MC00383X,14/H/6
110249,"Jun 23, 2014",27-25460,NIC1102A6734,,S582840089,MC00345X,14/H/9
110250,"Jun 23, 2014",27-25461,NIC1102A6735,,S023858413,MC00645X,14/I/1
