Sample Name,Date Received,Container,Sample LIMS ID,Progress,Investigator Sample Name,Replicate Sample Id,Notes
101987,"May 2, 2014",27-22729,NIC1102A5753,Duplicate,S448943463,MC00478A,26/G/9
101988,"May 2, 2014",27-22730,NIC1102A5754,Duplicate,S208420709,MC00960A,26/H/13
101989,"May 2, 2014",27-22731,NIC1102A5755,Duplicate,S299151387,MC00755A,26/H/14
101990,"May 2, 2014",27-22732,NIC1102A5756,Duplicate,S353999026,MC00528A,26/H/3
101991,"May 2, 2014",27-22733,NIC1102A5757,Duplicate,S912051503,MC00872A,26/H/4
101992,"May 2, 2014",27-22734,NIC1102A5758,Duplicate,S372463353,MC00691A,26/I/14
101993,"May 2, 2014",27-22735,NIC1102A5759,Duplicate,S970285243,MC00393A,26/I/7
101994,"May 2, 2014",27-22736,NIC1102A5760,Duplicate,S297865438,MC00782A,26/J/13
101995,"May 2, 2014",27-22737,NIC1102A5761,Duplicate,S452977977,MC00103A,26/J/3
101996,"May 2, 2014",27-22738,NIC1102A5762,Duplicate,S992193920,MC00900A,26/J/5
101997,"May 2, 2014",27-22739,NIC1102A5763,Duplicate,S600677783,MC00417A,26/J/8
101998,"May 2, 2014",27-22740,NIC1102A5764,Duplicate,S103077561,MC00427A,27/A/11
101999,"May 2, 2014",27-22741,NIC1102A5765,Duplicate,S450174927,MC00720A,27/A/8
102000,"May 2, 2014",27-22742,NIC1102A5766,Duplicate,S366020994,MC00187A,27/B/10
102001,"May 2, 2014",27-22743,NIC1102A5767,Duplicate,S229059487,MC00188A,27/B/13
102002,"May 2, 2014",27-22744,NIC1102A5768,Duplicate,S638087328,MC00230A,27/B/9
102003,"May 2, 2014",27-22745,NIC1102A5769,Duplicate,S587183596,MC00542A,27/C/1
102004,"May 2, 2014",27-22746,NIC1102A5770,Duplicate,S974440719,MC00335A,27/C/12
102005,"May 2, 2014",27-22747,NIC1102A5771,Duplicate,S540332007,MC00517A,27/C/3
102006,"May 2, 2014",27-22748,NIC1102A5772,Duplicate,S850920347,MC00687A,27/C/4
102007,"May 2, 2014",27-22749,NIC1102A5773,Duplicate,S265811658,MC00706A,27/D/11
102008,"May 2, 2014",27-22750,NIC1102A5774,Duplicate,S041280952,MC00836A,27/D/2
102009,"May 2, 2014",27-22751,NIC1102A5775,Duplicate,S328337358,MC00356A,27/E/1
102010,"May 2, 2014",27-22752,NIC1102A5776,Duplicate,S280281000,MC00521A,27/E/2
102011,"May 2, 2014",27-22753,NIC1102A5777,Duplicate,S100196846,MC00022A,27/E/9
102012,"May 2, 2014",27-22754,NIC1102A5778,Duplicate,S396336850,MC00348A,27/G/10
102013,"May 2, 2014",27-22755,NIC1102A5779,Duplicate,S083806061,MC00415A,27/G/2
102014,"May 2, 2014",27-22756,NIC1102A5780,Duplicate,S594875716,MC00837A,27/G/3
102015,"May 2, 2014",27-22757,NIC1102A5781,Duplicate,S924342221,MC00587A,27/G/9
102016,"May 2, 2014",27-22758,NIC1102A5782,Duplicate,S646014116,MC00391A,27/H/10
102017,"May 2, 2014",27-22759,NIC1102A5783,Duplicate,S897782863,MC00395A,27/H/11
102018,"May 2, 2014",27-22760,NIC1102A5784,Duplicate,S703624527,MC00935A,27/I/3
102019,"May 2, 2014",27-22761,NIC1102A5785,Duplicate,S846970618,MC00302A,28/A/13
102020,"May 2, 2014",27-22762,NIC1102A5786,Duplicate,S155078959,MC00590A,28/A/15
102021,"May 2, 2014",27-22763,NIC1102A5787,Duplicate,S002194270,MC00798A,28/A/4
102022,"May 2, 2014",27-22764,NIC1102A5788,Duplicate,S491016554,MC00803A,28/B/8
102023,"May 2, 2014",27-22765,NIC1102A5789,Duplicate,S701147542,MC00888A,28/C/1
102024,"May 2, 2014",27-22766,NIC1102A5790,Duplicate,S471991875,MC00387A,28/C/6
102025,"May 2, 2014",27-22767,NIC1102A5791,Duplicate,S347493821,MC00287A,28/D/14
102026,"May 2, 2014",27-22768,NIC1102A5792,Duplicate,S671278589,MC00819A,28/E/6
102027,"May 2, 2014",27-22769,NIC1102A5793,Duplicate,S252824648,MC00134A,28/E/7
102028,"May 2, 2014",27-22770,NIC1102A5794,Duplicate,S806197134,MC00349A,28/G/1
102029,"May 2, 2014",27-22771,NIC1102A5795,Duplicate,S931684497,MC00412A,28/G/11
102030,"May 2, 2014",27-22772,NIC1102A5796,Duplicate,S619396171,MC00976A,28/G/13
102031,"May 2, 2014",27-22773,NIC1102A5797,Duplicate,S809084778,MC00979A,28/G/14
102032,"May 2, 2014",27-22774,NIC1102A5798,Duplicate,S037534087,MC00692A,28/G/5
102033,"May 2, 2014",27-22775,NIC1102A5799,Duplicate,S570789043,MC00151A,28/G/7
102034,"May 2, 2014",27-22776,NIC1102A5800,Duplicate,S298691175,MC00181A,28/H/14
102035,"May 2, 2014",27-22777,NIC1102A5801,Duplicate,S820339020,MC00105A,28/H/7
102036,"May 2, 2014",27-22778,NIC1102A5802,Duplicate,S587939306,MC00363A,28/H/9
102037,"May 2, 2014",27-22779,NIC1102A5803,Duplicate,S527091619,MC00658A,28/I/11
102038,"May 2, 2014",27-22780,NIC1102A5804,Duplicate,S690322980,MC00937A,28/I/2
102039,"May 2, 2014",27-22781,NIC1102A5805,Duplicate,S979197209,MC00734A,28/I/6
102040,"May 2, 2014",27-22782,NIC1102A5806,Duplicate,S230169642,MC00866A,28/I/7
102041,"May 2, 2014",27-22783,NIC1102A5807,Duplicate,S933709889,MC00751A,28/J/11
102042,"May 2, 2014",27-22784,NIC1102A5808,Duplicate,S508938832,MC00714A,28/J/15
102043,"May 2, 2014",27-22785,NIC1102A5809,Duplicate,S741979385,MC00147A,28/J/2
102044,"May 2, 2014",27-22786,NIC1102A5810,Duplicate,S631283173,MC00875A,28/J/9
102045,"May 2, 2014",27-22787,NIC1102A5811,Duplicate,S415751145,MC00942A,29/A/14
102046,"May 2, 2014",27-22788,NIC1102A5812,Duplicate,S553845040,MC00682A,29/A/15
102047,"May 2, 2014",27-22789,NIC1102A5813,Duplicate,S275848610,MC00669A,29/A/2
102048,"May 2, 2014",27-22790,NIC1102A5814,Duplicate,S320824381,MC00180A,29/B/1
102049,"May 2, 2014",27-22791,NIC1102A5815,Duplicate,S549158300,MC00967A,29/B/10
102050,"May 2, 2014",27-22792,NIC1102A5816,Duplicate,S706709067,MC00707A,29/B/13
102051,"May 2, 2014",27-22793,NIC1102A5817,Duplicate,S431917216,MC00792A,29/B/2
102052,"May 2, 2014",27-22794,NIC1102A5818,Duplicate,S897873627,MC00084A,29/C/13
102053,"May 2, 2014",27-22795,NIC1102A5819,Duplicate,S282682528,MC00895A,29/C/15
102054,"May 2, 2014",27-22796,NIC1102A5820,Duplicate,S983652896,MC00374A,29/C/2
102055,"May 2, 2014",27-22797,NIC1102A5821,Duplicate,S475204009,MC00332A,29/C/9
102056,"May 2, 2014",27-22798,NIC1102A5822,Duplicate,S516152455,MC00362A,29/D/11
102057,"May 2, 2014",27-22799,NIC1102A5823,Duplicate,S067535139,MC00178A,29/E/7
102058,"May 2, 2014",27-22800,NIC1102A5824,Duplicate,S840541576,MC00889A,29/F/1
102059,"May 2, 2014",27-22801,NIC1102A5825,Duplicate,S609942477,MC00670A,29/F/11
102060,"May 2, 2014",27-22802,NIC1102A5826,Duplicate,S096827739,MC00166A,29/F/13
102061,"May 2, 2014",27-22803,NIC1102A5827,Duplicate,S289270397,MC00835A,29/F/8
102062,"May 2, 2014",27-22804,NIC1102A5828,Duplicate,S496661211,MC00569A,29/G/10
102063,"May 2, 2014",27-22805,NIC1102A5829,Duplicate,S688906991,MC00531A,29/G/11
102064,"May 2, 2014",27-22806,NIC1102A5830,Duplicate,S489018311,MC00205A,29/G/13
102065,"May 2, 2014",27-22807,NIC1102A5831,Duplicate,S095436310,MC00170A,29/G/5
102066,"May 2, 2014",27-22808,NIC1102A5832,Duplicate,S241914602,MC00468A,29/G/7
102067,"May 2, 2014",27-22809,NIC1102A5833,Duplicate,S560502297,MC00046A,29/G/9
102068,"May 2, 2014",27-22810,NIC1102A5834,Duplicate,S985492326,MC00207A,29/H/14
102069,"May 2, 2014",27-22811,NIC1102A5835,Duplicate,S335777994,MC00698A,29/I/12
102070,"May 2, 2014",27-22812,NIC1102A5836,Duplicate,S825931242,MC00653A,29/I/5
102071,"May 2, 2014",27-22813,NIC1102A5837,Duplicate,S764021702,MC00857A,29/J/12
102072,"May 2, 2014",27-22814,NIC1102A5838,Duplicate,S479119313,MC00206A,29/J/15
102073,"May 2, 2014",27-22815,NIC1102A5839,Duplicate,S673577108,MC00808A,29/J/9
102074,"May 2, 2014",27-22816,NIC1102A5840,Duplicate,S916453189,MC00917A,3/A/11
102075,"May 2, 2014",27-22817,NIC1102A5841,Duplicate,S105079708,MC00367A,3/A/14
102076,"May 2, 2014",27-22818,NIC1102A5842,Duplicate,S047462351,MC00525A,3/A/7
102077,"May 2, 2014",27-22819,NIC1102A5843,Duplicate,S717327623,MC00610A,3/A/8
102078,"May 2, 2014",27-22820,NIC1102A5844,Duplicate,S089003429,MC00331A,3/A/9
102079,"May 2, 2014",27-22821,NIC1102A5845,Duplicate,S588890161,MC00956A,3/B/13
102080,"May 2, 2014",27-22822,NIC1102A5846,Duplicate,S561267641,MC00076A,3/B/9
102082,"May 2, 2014",27-22824,NIC1102A5848,Duplicate,S520980442,MC00626A,3/C/9
102083,"May 2, 2014",27-22825,NIC1102A5849,Duplicate,S921706384,MC00870A,3/D/8
102084,"May 2, 2014",27-22826,NIC1102A5850,Duplicate,S782082505,MC00083A,3/E/5
102085,"May 2, 2014",27-22827,NIC1102A5851,Duplicate,S689053665,MC00202A,3/E/9
102086,"May 2, 2014",27-22828,NIC1102A5852,Duplicate,S251506038,MC00044A,3/F/14
102087,"May 2, 2014",27-22829,NIC1102A5853,Duplicate,S510812884,MC00716A,3/F/9
102088,"May 2, 2014",27-22830,NIC1102A5854,Duplicate,S871542418,MC00005A,3/G/1
102089,"May 2, 2014",27-22831,NIC1102A5855,Duplicate,S068241910,MC00131A,3/G/3
102090,"May 2, 2014",27-22832,NIC1102A5856,Duplicate,S242969443,MC00618A,3/G/8
102091,"May 2, 2014",27-22833,NIC1102A5857,Duplicate,S458266125,MC00455A,3/H/10
102092,"May 2, 2014",27-22834,NIC1102A5858,Duplicate,S955538471,MC00144A,3/H/4
102093,"May 2, 2014",27-22835,NIC1102A5859,Duplicate,S412523051,MC00281A,3/I/2
102094,"May 2, 2014",27-22836,NIC1102A5860,Duplicate,S579124386,MC00139A,3/I/3
102095,"May 2, 2014",27-22837,NIC1102A5861,Duplicate,S891938835,MC00040A,3/I/8
102096,"May 2, 2014",27-22838,NIC1102A5862,Duplicate,S348593607,MC00018A,3/J/11
102097,"May 2, 2014",27-22839,NIC1102A5863,Duplicate,S330457889,MC00516A,30/A/12
102098,"May 2, 2014",27-22840,NIC1102A5864,Duplicate,S228267040,MC00299A,30/A/13
102099,"May 2, 2014",27-22841,NIC1102A5865,Duplicate,S202589691,MC00458A,30/A/3
102100,"May 2, 2014",27-22842,NIC1102A5866,Duplicate,S944151930,MC00514A,30/A/5
102101,"May 2, 2014",27-22843,NIC1102A5867,Duplicate,S356194594,MC00039A,30/A/9
102102,"May 2, 2014",27-22844,NIC1102A5868,Duplicate,S206870282,MC00505A,30/B/11
102103,"May 2, 2014",27-22845,NIC1102A5869,Duplicate,S344786053,MC00918A,30/B/13
102104,"May 2, 2014",27-22846,NIC1102A5870,Duplicate,S281256142,MC00420A,30/B/2
102105,"May 2, 2014",27-22847,NIC1102A5871,Duplicate,S754423813,MC00372A,30/B/8
102106,"May 2, 2014",27-22848,NIC1102A5872,Duplicate,S986556018,MC00592A,30/C/13
102107,"May 2, 2014",27-22849,NIC1102A5873,Duplicate,S057818854,MC00915A,30/C/14
102108,"May 2, 2014",27-22850,NIC1102A5874,Duplicate,S421477616,MC00539A,30/E/15
102109,"May 2, 2014",27-22851,NIC1102A5875,Duplicate,S327168754,MC00656A,30/E/7
102110,"May 2, 2014",27-22852,NIC1102A5876,Duplicate,S180200764,MC00676A,30/F/2
102111,"May 2, 2014",27-22853,NIC1102A5877,Duplicate,S611419038,MC00013A,30/F/5
102112,"May 2, 2014",27-22854,NIC1102A5878,Duplicate,S156591299,MC00191A,30/G/13
102113,"May 2, 2014",27-22855,NIC1102A5879,Duplicate,S317738186,MC00080A,30/G/3
102114,"May 2, 2014",27-22856,NIC1102A5880,Duplicate,S599312561,MC00162A,30/G/7
102115,"May 2, 2014",27-22857,NIC1102A5881,Duplicate,S648291728,MC00342A,30/H/11
102116,"May 2, 2014",27-22858,NIC1102A5882,Duplicate,S169843252,MC00926A,30/H/14
102117,"May 2, 2014",27-22859,NIC1102A5883,Duplicate,S353911215,MC00467A,30/J/11
102118,"May 2, 2014",27-22860,NIC1102A5884,Duplicate,S255768791,MC00839A,30/J/12
102119,"May 2, 2014",27-22861,NIC1102A5885,Duplicate,S779382872,MC00939A,30/J/2
102120,"May 2, 2014",27-22862,NIC1102A5886,Duplicate,S816595332,MC00261A,31/A/1
102121,"May 2, 2014",27-22863,NIC1102A5887,Duplicate,S661675764,MC00024A,31/A/12
102122,"May 2, 2014",27-22864,NIC1102A5888,Duplicate,S355072776,MC00218A,31/B/13
102123,"May 2, 2014",27-22865,NIC1102A5889,Duplicate,S533737522,MC00158A,31/B/14
102124,"May 2, 2014",27-22866,NIC1102A5890,Duplicate,S248635953,MC00167A,31/C/14
102125,"May 2, 2014",27-22867,NIC1102A5891,Duplicate,S497783580,MC00066A,31/C/9
102126,"May 2, 2014",27-22868,NIC1102A5892,Duplicate,S814109005,MC00749A,31/D/4
102127,"May 2, 2014",27-22869,NIC1102A5893,Duplicate,S108016372,MC00817A,31/E/14
102128,"May 2, 2014",27-22870,NIC1102A5894,Duplicate,S469011070,MC00121A,31/E/3
102129,"May 2, 2014",27-22871,NIC1102A5895,Duplicate,S171114174,MC00566A,31/E/7
102130,"May 2, 2014",27-22872,NIC1102A5896,Duplicate,S617495300,MC00436A,31/E/9
102131,"May 2, 2014",27-22873,NIC1102A5897,Duplicate,S401174967,MC00536A,31/F/11
102132,"May 2, 2014",27-22874,NIC1102A5898,Duplicate,S252198777,MC00496A,31/F/14
102133,"May 2, 2014",27-22875,NIC1102A5899,Duplicate,S976671478,MC00209A,31/F/8
102134,"May 2, 2014",27-22876,NIC1102A5900,Duplicate,S873444549,MC00004A,31/G/15
102135,"May 2, 2014",27-22877,NIC1102A5901,Duplicate,S635303948,MC00978A,31/H/1
102136,"May 2, 2014",27-22878,NIC1102A5902,Duplicate,S481012327,MC00108A,31/I/15
102137,"May 2, 2014",27-22879,NIC1102A5903,Duplicate,S769318752,MC00743A,31/I/3
102138,"May 2, 2014",27-22880,NIC1102A5904,Duplicate,S657845639,MC00809A,31/I/4
102139,"May 2, 2014",27-22881,NIC1102A5905,Duplicate,S969080945,MC00830A,31/I/5
102140,"May 2, 2014",27-22882,NIC1102A5906,Duplicate,S317237285,MC00096A,31/I/9
102141,"May 2, 2014",27-22883,NIC1102A5907,Duplicate,S327885423,MC00408A,31/J/4
102142,"May 2, 2014",27-22884,NIC1102A5908,Duplicate,S267433953,MC00149A,32/A/13
102143,"May 2, 2014",27-22885,NIC1102A5909,Duplicate,S607611075,MC00189A,32/A/3
102144,"May 2, 2014",27-22886,NIC1102A5910,Duplicate,S571596437,MC00764A,32/B/12
102145,"May 2, 2014",27-22887,NIC1102A5911,Duplicate,S918196850,MC00385A,32/B/14
102146,"May 2, 2014",27-22888,NIC1102A5912,Duplicate,S118637294,MC00337A,32/D/11
102147,"May 2, 2014",27-22889,NIC1102A5913,Duplicate,S230774622,MC00784A,32/D/12
102148,"May 2, 2014",27-22890,NIC1102A5914,Duplicate,S684805509,MC00890A,32/D/13
102149,"May 2, 2014",27-22891,NIC1102A5915,Duplicate,S742584277,MC00994A,32/D/14
102150,"May 2, 2014",27-22892,NIC1102A5916,Duplicate,S781533268,MC00810A,32/D/4
102151,"May 2, 2014",27-22893,NIC1102A5917,Duplicate,S910881431,MC00449A,32/D/5
102152,"May 2, 2014",27-22894,NIC1102A5918,Duplicate,S286333016,MC00479A,32/E/1
102153,"May 2, 2014",27-22895,NIC1102A5919,Duplicate,S102943953,MC00025A,32/E/11
102154,"May 2, 2014",27-22896,NIC1102A5920,Duplicate,S026598211,MC00869A,32/E/12
102155,"May 2, 2014",27-22897,NIC1102A5921,Duplicate,S000028164,MC00622A,32/E/3
102156,"May 2, 2014",27-22898,NIC1102A5922,Duplicate,S867304006,MC00623A,32/E/5
102157,"May 2, 2014",27-22899,NIC1102A5923,Duplicate,S066559830,MC00802A,32/F/10
102158,"May 2, 2014",27-22900,NIC1102A5924,Duplicate,S187432702,MC00634A,32/F/7
102159,"May 2, 2014",27-22901,NIC1102A5925,Duplicate,S243381386,MC00948A,32/F/9
102160,"May 2, 2014",27-22902,NIC1102A5926,Duplicate,S337334162,MC00560A,32/G/6
102161,"May 2, 2014",27-22903,NIC1102A5927,Duplicate,S145822411,MC00537A,32/G/9
102162,"May 2, 2014",27-22904,NIC1102A5928,Duplicate,S891158772,MC00793A,32/H/1
102163,"May 2, 2014",27-22905,NIC1102A5929,Duplicate,S448662778,MC00407A,32/H/11
102164,"May 2, 2014",27-22906,NIC1102A5930,Duplicate,S329675723,MC00226A,32/H/13
102165,"May 2, 2014",27-22907,NIC1102A5931,Duplicate,S932047129,MC00097A,32/H/5
102166,"May 2, 2014",27-22908,NIC1102A5932,Duplicate,S765804024,MC00781A,32/I/7
102167,"May 2, 2014",27-22909,NIC1102A5933,Duplicate,S391196365,MC00668A,32/J/13
102168,"May 2, 2014",27-22910,NIC1102A5934,Duplicate,S491533939,MC00217A,32/J/14
102169,"May 2, 2014",27-22911,NIC1102A5935,Duplicate,S636802291,MC00142A,32/J/3
102170,"May 2, 2014",27-22912,NIC1102A5936,Duplicate,S698533012,MC00759A,32/J/7
102171,"May 2, 2014",27-22913,NIC1102A5937,Duplicate,S287838915,MC00710A,32/J/9
102172,"May 2, 2014",27-22914,NIC1102A5938,Duplicate,S233834465,MC00640A,33/A/8
102173,"May 2, 2014",27-22915,NIC1102A5939,Duplicate,S830815114,MC00377A,33/C/13
102174,"May 2, 2014",27-22916,NIC1102A5940,Duplicate,S405045237,MC00865A,33/C/5
102175,"May 2, 2014",27-22917,NIC1102A5941,Duplicate,S934816935,MC00414A,33/D/6
102176,"May 2, 2014",27-22918,NIC1102A5942,Duplicate,S290490931,MC00665A,33/E/1
102177,"May 2, 2014",27-22919,NIC1102A5943,Duplicate,S544606162,MC00327A,33/E/2
102178,"May 2, 2014",27-22920,NIC1102A5944,Duplicate,S208977555,MC00222A,33/E/6
102179,"May 2, 2014",27-22921,NIC1102A5945,Duplicate,S598614324,MC00432A,33/F/6
102180,"May 2, 2014",27-22922,NIC1102A5946,Duplicate,S778402709,MC00969A,33/G/5
102181,"May 2, 2014",27-22923,NIC1102A5947,Duplicate,S805718835,MC00172A,33/H/15
102182,"May 2, 2014",27-22924,NIC1102A5948,Duplicate,S553236714,MC00274A,33/H/9
102183,"May 2, 2014",27-22925,NIC1102A5949,Duplicate,S431246737,MC00285A,33/I/12
102184,"May 2, 2014",27-22926,NIC1102A5950,Duplicate,S800879678,MC00123A,33/I/8
102185,"May 2, 2014",27-22927,NIC1102A5951,Duplicate,S651521034,MC00717A,33/J/1
102186,"May 2, 2014",27-22928,NIC1102A5952,Duplicate,S532838337,MC00664A,33/J/3
102187,"May 2, 2014",27-22929,NIC1102A5953,Duplicate,S626569118,MC00092A,33/J/4
102188,"May 2, 2014",27-22930,NIC1102A5954,Duplicate,S872420230,MC00858A,33/J/8
102189,"May 2, 2014",27-22931,NIC1102A5955,Duplicate,S263482618,MC00874A,34/A/13
102190,"May 2, 2014",27-22932,NIC1102A5956,Duplicate,S716149107,MC00400A,34/B/12
102191,"May 2, 2014",27-22933,NIC1102A5957,Duplicate,S092591947,MC00002A,34/B/3
102192,"May 2, 2014",27-22934,NIC1102A5958,Duplicate,S549986703,MC00673A,34/B/4
102193,"May 2, 2014",27-22935,NIC1102A5959,Duplicate,S844460478,MC00203A,34/B/6
102194,"May 2, 2014",27-22936,NIC1102A5960,Duplicate,S190738350,MC00559A,34/C/11
102195,"May 2, 2014",27-22937,NIC1102A5961,Duplicate,S258112391,MC00630A,34/C/14
102196,"May 2, 2014",27-22938,NIC1102A5962,Duplicate,S496470247,MC00465A,34/C/5
102197,"May 2, 2014",27-22939,NIC1102A5963,Duplicate,S674157964,MC00907A,34/E/13
102198,"May 2, 2014",27-22940,NIC1102A5964,Duplicate,S550319722,MC00921A,34/F/4
102199,"May 2, 2014",27-22941,NIC1102A5965,Duplicate,S884019113,MC00997A,34/H/10
102200,"May 2, 2014",27-22942,NIC1102A5966,Duplicate,S234653139,MC00983A,34/H/13
102201,"May 2, 2014",27-22943,NIC1102A5967,Duplicate,S122782214,MC00953A,34/H/9
102202,"May 2, 2014",27-22944,NIC1102A5968,Duplicate,S977803383,MC00006A,34/I/3
102203,"May 2, 2014",27-22945,NIC1102A5969,Duplicate,S935483972,MC00204A,34/I/8
102204,"May 2, 2014",27-22946,NIC1102A5970,Duplicate,S102774234,MC00366A,34/J/12
102205,"May 2, 2014",27-22947,NIC1102A5971,Duplicate,S527765927,MC00807A,34/J/3
102206,"May 2, 2014",27-22948,NIC1102A5972,Duplicate,S871462819,MC00272A,34/J/8
102207,"May 2, 2014",27-22949,NIC1102A5973,Duplicate,S087486386,MC00456A,35/A/9
102208,"May 2, 2014",27-22950,NIC1102A5974,Duplicate,S957526708,MC00441A,35/B/13
102209,"May 2, 2014",27-22951,NIC1102A5975,Duplicate,S683482906,MC00540A,35/B/15
102210,"May 2, 2014",27-22952,NIC1102A5976,Duplicate,S398850095,MC00260A,35/B/4
102211,"May 2, 2014",27-22953,NIC1102A5977,Duplicate,S107299854,MC00906A,35/C/6
102212,"May 2, 2014",27-22954,NIC1102A5978,Duplicate,S677170954,MC00042A,35/C/7
102213,"May 2, 2014",27-22955,NIC1102A5979,Duplicate,S466019868,MC00243A,35/D/5
102214,"May 2, 2014",27-22956,NIC1102A5980,Duplicate,S034664541,MC00681A,35/D/9
102215,"May 2, 2014",27-22957,NIC1102A5981,Duplicate,S784467831,MC00603A,35/E/4
102216,"May 2, 2014",27-22958,NIC1102A5982,Duplicate,S133408029,MC00672A,35/F/15
102217,"May 2, 2014",27-22959,NIC1102A5983,Duplicate,S885719206,MC00369A,35/F/4
102218,"May 2, 2014",27-22960,NIC1102A5984,Duplicate,S179829993,MC00052A,35/F/9
102219,"May 2, 2014",27-22961,NIC1102A5985,Duplicate,S060325476,MC00608A,35/G/10
102220,"May 2, 2014",27-22962,NIC1102A5986,Duplicate,S290135017,MC00945A,35/G/8
102221,"May 2, 2014",27-22963,NIC1102A5987,Duplicate,S103727115,MC00435A,35/G/9
102222,"May 2, 2014",27-22964,NIC1102A5988,Duplicate,S193844614,MC00271A,35/I/2
102223,"May 2, 2014",27-22965,NIC1102A5989,Duplicate,S372937285,MC00674A,35/J/10
102224,"May 2, 2014",27-22966,NIC1102A5990,Duplicate,S894564490,MC00862A,35/J/9
102225,"May 2, 2014",27-22967,NIC1102A5991,Duplicate,S192904495,MC00269A,36/A/5
102226,"May 2, 2014",27-22968,NIC1102A5992,Duplicate,S581908144,MC00326A,36/B/10
102227,"May 2, 2014",27-22969,NIC1102A5993,Duplicate,S659531443,MC00599A,36/B/9
102228,"May 2, 2014",27-22970,NIC1102A5994,Duplicate,S210497185,MC00442A,36/C/12
102229,"May 2, 2014",27-22971,NIC1102A5995,Duplicate,S158994949,MC00772A,36/C/8
102230,"May 2, 2014",27-22972,NIC1102A5996,Duplicate,S577008311,MC00728A,36/D/1
102231,"May 2, 2014",27-22973,NIC1102A5997,Duplicate,S131067178,MC00534A,36/D/10
102232,"May 2, 2014",27-22974,NIC1102A5998,Duplicate,S623344491,MC00582A,36/D/12
102233,"May 2, 2014",27-22975,NIC1102A5999,Duplicate,S976034998,MC00054A,36/D/13
102234,"May 2, 2014",27-22976,NIC1102A6000,Duplicate,S533016614,MC00563A,36/D/15
102235,"May 2, 2014",27-22977,NIC1102A6001,Duplicate,S168205958,MC00647A,36/D/4
102236,"May 2, 2014",27-22978,NIC1102A6002,Duplicate,S007659211,MC00609A,36/D/5
102237,"May 2, 2014",27-22979,NIC1102A6003,Duplicate,S931953501,MC00625A,36/D/7
102238,"May 2, 2014",27-22980,NIC1102A6004,Duplicate,S773589639,MC00596A,36/E/1
102239,"May 2, 2014",27-22981,NIC1102A6005,Duplicate,S277271510,MC00824A,36/E/14
102240,"May 2, 2014",27-22982,NIC1102A6006,Duplicate,S353670109,MC00833A,36/F/12
102241,"May 2, 2014",27-22983,NIC1102A6007,Duplicate,S115399417,MC00034A,36/F/3
102242,"May 2, 2014",27-22984,NIC1102A6008,Duplicate,S576909517,MC00462A,36/F/5
102243,"May 2, 2014",27-22985,NIC1102A6009,Duplicate,S931218755,MC00757A,36/G/10
102244,"May 2, 2014",27-22986,NIC1102A6010,Duplicate,S161569659,MC00814A,36/G/14
102245,"May 2, 2014",27-22987,NIC1102A6011,Duplicate,S739996621,MC00529A,36/H/1
102246,"May 2, 2014",27-22988,NIC1102A6012,Duplicate,S445953577,MC00334A,36/H/11
102247,"May 2, 2014",27-22989,NIC1102A6013,Duplicate,S100981969,MC00556A,36/H/15
102248,"May 2, 2014",27-22990,NIC1102A6014,Duplicate,S198551137,MC00360A,36/H/4
102249,"May 2, 2014",27-22991,NIC1102A6015,Duplicate,S550688601,MC00903A,36/H/6
102250,"May 2, 2014",27-22992,NIC1102A6016,Duplicate,S088492399,MC00685A,36/H/9
102251,"May 2, 2014",27-22993,NIC1102A6017,Duplicate,S633565217,MC00684A,36/I/12
102252,"May 2, 2014",27-22994,NIC1102A6018,Duplicate,S945805896,MC00813A,36/I/8
102253,"May 2, 2014",27-22995,NIC1102A6019,Duplicate,S973205745,MC00011A,36/J/13
102254,"May 2, 2014",27-22996,NIC1102A6020,Duplicate,S265430956,MC00291A,37/A/15
102255,"May 2, 2014",27-22997,NIC1102A6021,Duplicate,S472126225,MC00846A,37/A/4
102256,"May 2, 2014",27-22998,NIC1102A6022,Duplicate,S316833247,MC00460A,37/B/1
102257,"May 2, 2014",27-22999,NIC1102A6023,Duplicate,S491215676,MC00992A,37/B/10
102258,"May 2, 2014",27-23000,NIC1102A6024,Duplicate,S730653186,MC00777A,37/B/14
102259,"May 2, 2014",27-23001,NIC1102A6025,Duplicate,S450213887,MC00481A,37/C/8
102260,"May 2, 2014",27-23002,NIC1102A6026,Duplicate,S868224442,MC00329A,37/D/1
102261,"May 2, 2014",27-23003,NIC1102A6027,Duplicate,S376000036,MC00093A,37/D/8
102262,"May 2, 2014",27-23004,NIC1102A6028,Duplicate,S625671527,MC00325A,37/E/10
102263,"May 2, 2014",27-23005,NIC1102A6029,Duplicate,S833106697,MC00859A,37/E/13
102264,"May 2, 2014",27-23006,NIC1102A6030,Duplicate,S141020459,MC00239A,37/F/11
102265,"May 2, 2014",27-23007,NIC1102A6031,Duplicate,S262495293,MC00971A,37/F/12
102266,"May 2, 2014",27-23008,NIC1102A6032,Duplicate,S556468816,MC00157A,37/G/5
102267,"May 2, 2014",27-23009,NIC1102A6033,Duplicate,S824843709,MC00358A,37/G/9
102268,"May 2, 2014",27-23010,NIC1102A6034,Duplicate,S782236475,MC00701A,37/H/2
102269,"May 2, 2014",27-23011,NIC1102A6035,Duplicate,S381443126,MC00055A,37/J/3
102270,"May 2, 2014",27-23012,NIC1102A6036,Duplicate,S625304554,MC00225A,37/J/5
102271,"May 2, 2014",27-23013,NIC1102A6037,Duplicate,S714531233,MC00091A,37/J/6
